enterprise_id,case_time,case_type,case_prop
4033840e19b342db985c2e4651d7a293,2016/7/20,2,
411548b34fc04a4c949c240dba48f408,2017/6/29,5,
411548b34fc04a4c949c240dba48f408,2017/6/29,5,
638e2f296a50476ea31b3d9a984cbef8,2016/6/23,5,
013c59f39aaa46f5884d4d52d8b1ebcc,2016/12/14,2,
013c59f39aaa46f5884d4d52d8b1ebcc,2016/12/14,2,
013c59f39aaa46f5884d4d52d8b1ebcc,2016/12/14,2,
013c59f39aaa46f5884d4d52d8b1ebcc,2016/12/14,2,
013c59f39aaa46f5884d4d52d8b1ebcc,2016/11/9,2,
7b3d274a7c9e40cfb87cbeaa86dee2b5,2016/2/18,2,
7b3d274a7c9e40cfb87cbeaa86dee2b5,2014/12/3,2,
46bd5740f8ba4d3c8bc662eb84fa5650,2017/1/18,2,
46bd5740f8ba4d3c8bc662eb84fa5650,2017/1/18,2,
100d2b07d8844604bc28e1a709200bdb,2016/11/23,2,
100d2b07d8844604bc28e1a709200bdb,2016/11/23,2,
100d2b07d8844604bc28e1a709200bdb,2016/12/7,2,
100d2b07d8844604bc28e1a709200bdb,2016/11/23,2,
5756637391044a9f85dfaf8fa0a61382,2014/1/18,2,
5756637391044a9f85dfaf8fa0a61382,2017/2/9,2,
5756637391044a9f85dfaf8fa0a61382,2015/3/12,2,
a811316f0e29433ab6a0eed90dac3dcb,2013/3/29,2,
a811316f0e29433ab6a0eed90dac3dcb,2013/3/29,2,
a811316f0e29433ab6a0eed90dac3dcb,2017/4/27,2,
a811316f0e29433ab6a0eed90dac3dcb,2016/1/11,2,
a811316f0e29433ab6a0eed90dac3dcb,2012/3/6,2,
a811316f0e29433ab6a0eed90dac3dcb,2016/1/11,2,
a811316f0e29433ab6a0eed90dac3dcb,2011/12/23,2,
89db20f457c5443b82ed7794d6b5a566,2017/1/24,2,
6209783fca624c4db369c764afd737d7,2016/11/10,2,
6209783fca624c4db369c764afd737d7,2016/10/17,2,
6209783fca624c4db369c764afd737d7,2016/11/10,2,
6209783fca624c4db369c764afd737d7,2016/11/28,2,
d14a00b344e8431b8f9fa13bce273aca,2014/8/4,1,
d14a00b344e8431b8f9fa13bce273aca,2014/8/4,1,
c4d3b48760764642972cc398cbed8f73,2016/6/1,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2017/6/16,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2014/11/11,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2016/3/1,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2014/11/11,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2014/11/11,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2016/6/16,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2017/1/16,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2015/7/20,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2016/7/11,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2014/11/11,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2015/8/4,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2014/11/11,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2016/3/1,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2016/7/20,2,
a2fac5f0f7224070b24797b8ad3cc6ce,2014/11/11,2,
3e65c700b1c24f8c822d79aa38a7dc65,2017/6/23,2,
3e65c700b1c24f8c822d79aa38a7dc65,2016/9/14,1,
3e65c700b1c24f8c822d79aa38a7dc65,2017/5/10,2,
3e65c700b1c24f8c822d79aa38a7dc65,2015/12/7,2,
3e65c700b1c24f8c822d79aa38a7dc65,2017/3/24,2,
3e65c700b1c24f8c822d79aa38a7dc65,2017/4/28,2,
cde883753752447db071a41cd0036000,2016/9/23,5,
cde883753752447db071a41cd0036000,2014/12/15,2,
cde883753752447db071a41cd0036000,2015/12/7,2,
cde883753752447db071a41cd0036000,2015/12/17,2,
5e0a717b3b584c439709190fa7bf51c7,2014/10/29,2,
5e0a717b3b584c439709190fa7bf51c7,2016/1/13,2,
5e0a717b3b584c439709190fa7bf51c7,2017/4/11,2,
5e0a717b3b584c439709190fa7bf51c7,2017/2/4,1,
5e0a717b3b584c439709190fa7bf51c7,2017/3/16,1,
5e0a717b3b584c439709190fa7bf51c7,2016/10/19,2,
5e0a717b3b584c439709190fa7bf51c7,2016/3/16,2,
ce9c5d712875419786e812c2a2e6a3d6,2014/12/16,2,
de59afe9b324449b8ee1ebe55733ec41,2016/8/31,2,
de59afe9b324449b8ee1ebe55733ec41,2015/11/2,2,
de59afe9b324449b8ee1ebe55733ec41,2016/1/22,6,
de59afe9b324449b8ee1ebe55733ec41,2017/6/29,6,
ae2014de825b47caa09dc58b51891f0f,2016/12/22,2,
ae2014de825b47caa09dc58b51891f0f,2016/12/22,2,
8ffeb2919ee945b1a2a77169428fcec6,2017/4/19,5,
8ffeb2919ee945b1a2a77169428fcec6,2015/11/6,2,
8ffeb2919ee945b1a2a77169428fcec6,2017/3/25,5,
8ffeb2919ee945b1a2a77169428fcec6,2017/1/4,2,
8ffeb2919ee945b1a2a77169428fcec6,2016/11/25,5,
8ffeb2919ee945b1a2a77169428fcec6,2016/8/20,2,
8ffeb2919ee945b1a2a77169428fcec6,2016/5/4,2,
8ffeb2919ee945b1a2a77169428fcec6,2017/3/25,5,
a9071f81cc7a4eb18e759cde6286bf10,2015/6/8,1,
a9071f81cc7a4eb18e759cde6286bf10,2016/11/15,2,
a9071f81cc7a4eb18e759cde6286bf10,2017/4/14,2,
a9071f81cc7a4eb18e759cde6286bf10,2017/5/16,2,
a9071f81cc7a4eb18e759cde6286bf10,2017/5/11,2,
a9071f81cc7a4eb18e759cde6286bf10,2017/2/13,5,
a9071f81cc7a4eb18e759cde6286bf10,2012/8/20,2,
a9071f81cc7a4eb18e759cde6286bf10,2017/5/11,2,
a9071f81cc7a4eb18e759cde6286bf10,2014/12/16,2,
a9071f81cc7a4eb18e759cde6286bf10,2017/2/14,5,
a9071f81cc7a4eb18e759cde6286bf10,2017/4/6,2,
117c4fa26c014f479a45937fbd260157,2016/6/27,2,
117c4fa26c014f479a45937fbd260157,2016/8/19,2,
117c4fa26c014f479a45937fbd260157,2017/4/17,2,
566f027222664aca95bb2afb132bc6e5,2017/2/14,2,
566f027222664aca95bb2afb132bc6e5,2017/2/14,2,
1380582ee52a41299d7af8fbb304eee9,2016/3/9,2,
1380582ee52a41299d7af8fbb304eee9,2016/3/9,2,
1380582ee52a41299d7af8fbb304eee9,2016/3/9,2,
1380582ee52a41299d7af8fbb304eee9,2016/8/10,2,
1380582ee52a41299d7af8fbb304eee9,2016/8/10,2,
1380582ee52a41299d7af8fbb304eee9,2016/8/10,2,
b21d8ce467e04b42beeb3c152ad40809,2015/10/28,2,
b21d8ce467e04b42beeb3c152ad40809,2016/11/8,5,
b21d8ce467e04b42beeb3c152ad40809,2015/10/28,2,
b21d8ce467e04b42beeb3c152ad40809,2016/11/8,5,
b21d8ce467e04b42beeb3c152ad40809,2016/5/6,2,
b21d8ce467e04b42beeb3c152ad40809,2016/5/6,2,
7dad2ac7dd1c40e6b442a1f741af4862,2017/12/20,2,
7dad2ac7dd1c40e6b442a1f741af4862,2017/10/13,2,
98f9af2b0f0a4432af156952d80c61fa,2017/8/14,2,
98f9af2b0f0a4432af156952d80c61fa,2017/9/21,2,
011a7877cd3f45769a8bcbe955298273,2015/9/14,2,
e16941923d6440948d43cad3909c2d32,2017/6/12,2,
e16941923d6440948d43cad3909c2d32,2017/6/12,2,
e16941923d6440948d43cad3909c2d32,2016/11/11,2,
e16941923d6440948d43cad3909c2d32,2015/4/2,2,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2015/10/15,1,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2017/5/17,2,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2017/4/21,2,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2017/4/21,2,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2015/11/27,2,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2009/9/22,2,
daf92e6878b44c5eb5f9c9c7ff6e2f02,2016/6/27,2,
a66258ac93d7405481d35fb7dce0e42f,2016/8/30,2,
a66258ac93d7405481d35fb7dce0e42f,2014/5/22,2,
a66258ac93d7405481d35fb7dce0e42f,2016/3/24,2,
a66258ac93d7405481d35fb7dce0e42f,2016/7/12,2,
a66258ac93d7405481d35fb7dce0e42f,2017/6/22,5,
a66258ac93d7405481d35fb7dce0e42f,2016/3/18,2,
a66258ac93d7405481d35fb7dce0e42f,2017/4/28,5,
a66258ac93d7405481d35fb7dce0e42f,2014/7/8,2,
a66258ac93d7405481d35fb7dce0e42f,2015/12/16,2,
a66258ac93d7405481d35fb7dce0e42f,2016/11/24,2,
a66258ac93d7405481d35fb7dce0e42f,2016/3/24,2,
a66258ac93d7405481d35fb7dce0e42f,2014/1/24,2,
a66258ac93d7405481d35fb7dce0e42f,2014/9/30,2,
a66258ac93d7405481d35fb7dce0e42f,2015/10/27,2,
024ea3405d5a469a851515ebfed6ef35,2016/5/30,2,
024ea3405d5a469a851515ebfed6ef35,2016/5/30,2,
024ea3405d5a469a851515ebfed6ef35,2012/4/26,5,
8eddb8678b8c4b69828db7e26b889ea5,2016/12/19,2,
04a6e527237b4acc8103d6a928a5e6a8,2008/11/24,2,
04a6e527237b4acc8103d6a928a5e6a8,2016/11/30,2,
04a6e527237b4acc8103d6a928a5e6a8,2008/10/28,1,
04a6e527237b4acc8103d6a928a5e6a8,2017/2/8,2,
04a6e527237b4acc8103d6a928a5e6a8,2013/11/29,2,
04a6e527237b4acc8103d6a928a5e6a8,2009/9/16,2,
04a6e527237b4acc8103d6a928a5e6a8,2016/2/1,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/6/26,2,
04a6e527237b4acc8103d6a928a5e6a8,2016/8/1,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/2/8,2,
04a6e527237b4acc8103d6a928a5e6a8,2016/7/28,2,
04a6e527237b4acc8103d6a928a5e6a8,2015/5/26,2,
04a6e527237b4acc8103d6a928a5e6a8,2016/11/22,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/2/8,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/2/8,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/2/8,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/2/8,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/5/25,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/5/25,2,
04a6e527237b4acc8103d6a928a5e6a8,2016/10/31,2,
04a6e527237b4acc8103d6a928a5e6a8,2017/5/26,1,
04a6e527237b4acc8103d6a928a5e6a8,2014/1/15,2,
04a6e527237b4acc8103d6a928a5e6a8,2009/11/23,2,
04a6e527237b4acc8103d6a928a5e6a8,2014/12/9,5,
b7b9af5fa1414ae199c3941f6609f58d,2017/4/21,2,
0053d6a20d084552a960c07c579507e4,2015/5/18,2,
0053d6a20d084552a960c07c579507e4,2016/12/13,2,
0053d6a20d084552a960c07c579507e4,2015/12/15,2,
0053d6a20d084552a960c07c579507e4,2014/11/21,2,
0053d6a20d084552a960c07c579507e4,2016/12/19,5,
0053d6a20d084552a960c07c579507e4,2015/12/12,2,
0053d6a20d084552a960c07c579507e4,2017/4/7,2,
0053d6a20d084552a960c07c579507e4,2016/12/19,5,
0053d6a20d084552a960c07c579507e4,2016/4/15,2,
0053d6a20d084552a960c07c579507e4,2015/12/2,2,
0053d6a20d084552a960c07c579507e4,2016/10/11,2,
0053d6a20d084552a960c07c579507e4,2015/1/15,2,
0053d6a20d084552a960c07c579507e4,2016/9/25,2,
0053d6a20d084552a960c07c579507e4,2016/7/10,2,
0053d6a20d084552a960c07c579507e4,2016/2/16,2,
0053d6a20d084552a960c07c579507e4,2016/3/31,2,
0053d6a20d084552a960c07c579507e4,2015/12/2,2,
0053d6a20d084552a960c07c579507e4,2017/3/27,2,
0053d6a20d084552a960c07c579507e4,2015/12/2,2,
0053d6a20d084552a960c07c579507e4,2015/6/8,2,
0053d6a20d084552a960c07c579507e4,2012/11/22,2,
0053d6a20d084552a960c07c579507e4,2017/6/26,2,
0053d6a20d084552a960c07c579507e4,2015/9/10,2,
0053d6a20d084552a960c07c579507e4,2015/10/20,2,
0053d6a20d084552a960c07c579507e4,2015/12/14,2,
0053d6a20d084552a960c07c579507e4,2016/11/24,2,
0053d6a20d084552a960c07c579507e4,2017/6/26,2,
0053d6a20d084552a960c07c579507e4,2016/5/26,2,
0053d6a20d084552a960c07c579507e4,2015/12/15,2,
0053d6a20d084552a960c07c579507e4,2015/9/7,2,
0053d6a20d084552a960c07c579507e4,2015/2/6,2,
0053d6a20d084552a960c07c579507e4,2016/11/10,2,
0053d6a20d084552a960c07c579507e4,2014/12/17,2,
3724e06ccaab4d0c896fae6227b077f4,2017/5/17,2,
3724e06ccaab4d0c896fae6227b077f4,2016/6/22,5,
3724e06ccaab4d0c896fae6227b077f4,2016/9/14,2,
3724e06ccaab4d0c896fae6227b077f4,2016/3/14,2,
3724e06ccaab4d0c896fae6227b077f4,2016/5/28,5,
fef79b1c159a4d489932bb8b02ecf1a0,2015/6/19,2,
fef79b1c159a4d489932bb8b02ecf1a0,2015/11/30,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2012/9/29,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2016/12/12,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2014/12/16,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/15,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2014/8/26,1,
3751aea44dbe412ca97429f084ccfb58,2015/2/10,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2015/10/19,2,
3751aea44dbe412ca97429f084ccfb58,2017/5/26,2,
3751aea44dbe412ca97429f084ccfb58,2017/4/26,2,
8b51000d90a847ac920bd4c78124f84e,2015/9/15,2,
8b51000d90a847ac920bd4c78124f84e,2016/6/24,3,
8b51000d90a847ac920bd4c78124f84e,2015/6/8,2,
8b51000d90a847ac920bd4c78124f84e,2015/4/9,2,
8b51000d90a847ac920bd4c78124f84e,2014/12/10,2,
8b51000d90a847ac920bd4c78124f84e,2014/12/10,2,
8b51000d90a847ac920bd4c78124f84e,2016/2/16,2,
8b51000d90a847ac920bd4c78124f84e,2017/6/8,5,
8b51000d90a847ac920bd4c78124f84e,2016/9/1,2,
8b51000d90a847ac920bd4c78124f84e,2014/6/24,3,
8b51000d90a847ac920bd4c78124f84e,2015/5/28,2,
8b51000d90a847ac920bd4c78124f84e,2016/5/24,2,
8b51000d90a847ac920bd4c78124f84e,2017/2/8,2,
8b51000d90a847ac920bd4c78124f84e,2016/7/21,2,
8b51000d90a847ac920bd4c78124f84e,2016/2/23,3,
8b51000d90a847ac920bd4c78124f84e,2016/10/19,2,
8b51000d90a847ac920bd4c78124f84e,2014/12/10,2,
8b51000d90a847ac920bd4c78124f84e,2014/12/10,2,
8b51000d90a847ac920bd4c78124f84e,2015/8/24,2,
8b51000d90a847ac920bd4c78124f84e,2014/6/24,3,
608ff63d90a14aeb85ccc82036e57680,2016/9/12,2,
608ff63d90a14aeb85ccc82036e57680,2017/3/27,2,
608ff63d90a14aeb85ccc82036e57680,2016/11/4,2,
d0d5886839e84c158887a0ea439c03f4,2014/6/3,5,
d0d5886839e84c158887a0ea439c03f4,2015/2/19,2,
d0d5886839e84c158887a0ea439c03f4,2016/9/9,5,
d0d5886839e84c158887a0ea439c03f4,2016/4/5,1,
d0d5886839e84c158887a0ea439c03f4,2016/4/6,2,
d0d5886839e84c158887a0ea439c03f4,2016/5/16,2,
d0d5886839e84c158887a0ea439c03f4,2017/4/13,5,
d0d5886839e84c158887a0ea439c03f4,2015/11/3,2,
d0d5886839e84c158887a0ea439c03f4,2015/10/20,5,
d0d5886839e84c158887a0ea439c03f4,2014/6/3,5,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2015/4/28,5,
d0d5886839e84c158887a0ea439c03f4,2016/11/24,2,
d0d5886839e84c158887a0ea439c03f4,2016/3/29,2,
d0d5886839e84c158887a0ea439c03f4,2016/6/14,2,
d0d5886839e84c158887a0ea439c03f4,2016/11/28,5,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2017/6/19,5,
d0d5886839e84c158887a0ea439c03f4,2016/4/18,2,
d0d5886839e84c158887a0ea439c03f4,2015/6/12,2,
d0d5886839e84c158887a0ea439c03f4,2016/5/23,5,
d0d5886839e84c158887a0ea439c03f4,2017/4/7,5,
d0d5886839e84c158887a0ea439c03f4,2016/8/11,2,
d0d5886839e84c158887a0ea439c03f4,2016/2/3,2,
d0d5886839e84c158887a0ea439c03f4,2016/4/6,5,
d0d5886839e84c158887a0ea439c03f4,2016/8/9,2,
d0d5886839e84c158887a0ea439c03f4,2015/9/15,5,
d0d5886839e84c158887a0ea439c03f4,2016/10/20,5,
d0d5886839e84c158887a0ea439c03f4,2017/5/25,2,
d0d5886839e84c158887a0ea439c03f4,2017/5/5,5,
d0d5886839e84c158887a0ea439c03f4,2016/6/14,2,
d0d5886839e84c158887a0ea439c03f4,2015/2/10,2,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2016/11/29,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/10,3,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2017/3/20,2,
d0d5886839e84c158887a0ea439c03f4,2015/2/19,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/31,5,
d0d5886839e84c158887a0ea439c03f4,2016/9/27,5,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2017/5/25,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/31,5,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2017/3/15,2,
d0d5886839e84c158887a0ea439c03f4,2016/1/15,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/10,3,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2017/3/20,2,
d0d5886839e84c158887a0ea439c03f4,2016/6/7,2,
d0d5886839e84c158887a0ea439c03f4,2016/1/18,2,
d0d5886839e84c158887a0ea439c03f4,2016/7/18,2,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2016/2/24,2,
d0d5886839e84c158887a0ea439c03f4,2015/7/29,2,
d0d5886839e84c158887a0ea439c03f4,2016/1/15,2,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2016/11/29,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/17,5,
d0d5886839e84c158887a0ea439c03f4,2016/10/20,5,
d0d5886839e84c158887a0ea439c03f4,2016/8/31,5,
d0d5886839e84c158887a0ea439c03f4,2016/6/14,2,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2014/9/4,2,
d0d5886839e84c158887a0ea439c03f4,2016/6/14,2,
d0d5886839e84c158887a0ea439c03f4,2016/1/15,2,
d0d5886839e84c158887a0ea439c03f4,2016/7/12,2,
d0d5886839e84c158887a0ea439c03f4,2016/7/12,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/9,2,
d0d5886839e84c158887a0ea439c03f4,2016/7/29,2,
d0d5886839e84c158887a0ea439c03f4,2015/8/3,2,
d0d5886839e84c158887a0ea439c03f4,2013/12/9,2,
d0d5886839e84c158887a0ea439c03f4,2016/9/18,2,
d0d5886839e84c158887a0ea439c03f4,2016/1/18,2,
d0d5886839e84c158887a0ea439c03f4,2016/4/6,2,
d0d5886839e84c158887a0ea439c03f4,2016/5/16,5,
d0d5886839e84c158887a0ea439c03f4,2015/6/5,2,
d0d5886839e84c158887a0ea439c03f4,2016/8/9,2,
d0d5886839e84c158887a0ea439c03f4,2017/3/15,2,
d0d5886839e84c158887a0ea439c03f4,2015/10/20,5,
d0d5886839e84c158887a0ea439c03f4,2016/10/9,5,
d0d5886839e84c158887a0ea439c03f4,2016/6/30,2,
d0d5886839e84c158887a0ea439c03f4,2014/6/3,5,
ab692823b5604b31b1dcf57519ca49d2,2016/5/17,2,
50a0f3051739475c99b52953a4ce21c4,2017/3/23,2,
50a0f3051739475c99b52953a4ce21c4,2016/8/29,3,
50a0f3051739475c99b52953a4ce21c4,2015/6/1,2,
50a0f3051739475c99b52953a4ce21c4,2014/7/3,2,
50a0f3051739475c99b52953a4ce21c4,2017/4/20,2,
50a0f3051739475c99b52953a4ce21c4,2016/3/25,3,
88524d2106eb4219abcb15dee893efcc,2015/10/15,2,
88524d2106eb4219abcb15dee893efcc,2015/11/18,2,
88524d2106eb4219abcb15dee893efcc,2014/10/13,2,
88524d2106eb4219abcb15dee893efcc,2016/11/25,2,
88524d2106eb4219abcb15dee893efcc,2013/2/28,2,
88524d2106eb4219abcb15dee893efcc,2016/11/30,2,
88524d2106eb4219abcb15dee893efcc,2017/6/14,2,
88524d2106eb4219abcb15dee893efcc,2013/2/28,2,
88524d2106eb4219abcb15dee893efcc,2015/7/13,2,
88524d2106eb4219abcb15dee893efcc,2013/10/15,2,
88524d2106eb4219abcb15dee893efcc,2014/6/13,2,
88524d2106eb4219abcb15dee893efcc,2017/6/14,2,
88524d2106eb4219abcb15dee893efcc,2013/2/28,2,
88524d2106eb4219abcb15dee893efcc,2014/2/17,2,
88524d2106eb4219abcb15dee893efcc,2013/2/28,2,
3481cde966fc4d639c1b8527649785dc,2014/9/24,2,
3481cde966fc4d639c1b8527649785dc,2017/5/8,2,
a723a95b22d441e0b7af7baea93fe357,2014/6/10,2,
a723a95b22d441e0b7af7baea93fe357,2015/3/18,2,
a723a95b22d441e0b7af7baea93fe357,2016/1/15,2,
a723a95b22d441e0b7af7baea93fe357,2015/2/11,2,
a723a95b22d441e0b7af7baea93fe357,2016/12/27,5,
a723a95b22d441e0b7af7baea93fe357,2013/11/3,2,
295a1ce67c8547c9a0b04c9346a5203b,2017/4/20,2,
295a1ce67c8547c9a0b04c9346a5203b,2017/6/21,3,
295a1ce67c8547c9a0b04c9346a5203b,2016/11/14,3,
4a58067339744d16b6abb0f82a36a334,2016/5/16,2,
4a58067339744d16b6abb0f82a36a334,2015/1/5,2,
4a58067339744d16b6abb0f82a36a334,2015/12/14,2,
4a58067339744d16b6abb0f82a36a334,2016/12/7,2,
4a58067339744d16b6abb0f82a36a334,2011/1/12,2,
4a58067339744d16b6abb0f82a36a334,2011/1/12,2,
4a58067339744d16b6abb0f82a36a334,2015/8/25,2,
e16c1ec6330549fdb160d899e688d50f,2014/9/24,2,
e16c1ec6330549fdb160d899e688d50f,2014/1/28,2,
e16c1ec6330549fdb160d899e688d50f,2014/5/16,2,
e16c1ec6330549fdb160d899e688d50f,2014/5/9,2,
9e288dc4f4244aeb839ab8368e9d7fef,2014/6/13,2,
9e288dc4f4244aeb839ab8368e9d7fef,2014/3/19,2,
9e288dc4f4244aeb839ab8368e9d7fef,2015/12/31,5,
9e288dc4f4244aeb839ab8368e9d7fef,2014/3/18,2,
9e288dc4f4244aeb839ab8368e9d7fef,2016/4/5,2,
9e288dc4f4244aeb839ab8368e9d7fef,2015/6/15,2,
9e288dc4f4244aeb839ab8368e9d7fef,2016/9/30,2,
9e288dc4f4244aeb839ab8368e9d7fef,2016/4/29,2,
9e288dc4f4244aeb839ab8368e9d7fef,2015/8/17,2,
b082a908764a4369b2b885592de202ef,2017/6/1,2,
b082a908764a4369b2b885592de202ef,2017/6/9,2,
b082a908764a4369b2b885592de202ef,2017/6/9,2,
b082a908764a4369b2b885592de202ef,2017/6/9,2,
b082a908764a4369b2b885592de202ef,2016/12/27,2,
b7d0b04c7aaf45abb77fc2589ae45a2c,2017/2/17,2,
b7d0b04c7aaf45abb77fc2589ae45a2c,2016/8/31,2,
b7d0b04c7aaf45abb77fc2589ae45a2c,2017/3/7,2,
fb46fb5ba9a047fcb15d13f57ff67a16,2017/6/12,2,
e1d4c4d198834e33b9fe3e740f28de22,2015/10/8,2,
e1d4c4d198834e33b9fe3e740f28de22,2016/12/21,2,
e1d4c4d198834e33b9fe3e740f28de22,2014/9/15,2,
e1d4c4d198834e33b9fe3e740f28de22,2016/5/31,2,
e1d4c4d198834e33b9fe3e740f28de22,2015/12/17,2,
e1d4c4d198834e33b9fe3e740f28de22,2015/1/16,2,
e1d4c4d198834e33b9fe3e740f28de22,2016/5/31,2,
e1d4c4d198834e33b9fe3e740f28de22,2016/9/27,2,
e1d4c4d198834e33b9fe3e740f28de22,2016/4/20,2,
e1d4c4d198834e33b9fe3e740f28de22,2014/7/15,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/15,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/26,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/19,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2016/12/15,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2016/9/21,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/6/5,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2016/11/22,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/6/26,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2015/8/6,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/3,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/31,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/17,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/1/12,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/6/15,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/31,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/29,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/24,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2015/12/16,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/19,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2014/6/26,5,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/13,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2014/11/19,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2016/11/29,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2014/2/13,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2016/11/29,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/24,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/31,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/3/20,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2014/7/8,5,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/6/29,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2014/12/8,5,
bfdc6a68e0e34c8f96955666cc3d1fe6,2017/5/31,2,
bfdc6a68e0e34c8f96955666cc3d1fe6,2016/12/26,1,
