enterprise_id,patent_name,patent_desc,patent_type,patent_time
4abef8232aa84d4f967935642a625d52,用于********************理方法,本发明涉及用于自**********化而调整的需要。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,一种*****理装置,本实用新型涉及一**********行次序的一致性。,2,2009/11/3
4abef8232aa84d4f967935642a625d52,基于**************督系统,本发明涉及基于矢**********进行宏观的监督。,1,2011/1/11
4abef8232aa84d4f967935642a625d52,计算*********验装置,本发明涉及计算机**********数据的版本安全。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,基于**************督系统,本发明涉及基于矢**********进行宏观的监督。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,基于**************制设备,本实用新型涉及一**********自适应性等优点。,2,2017/1/24
4abef8232aa84d4f967935642a625d52,点连***P系统,本实用新型涉及一**********状态信息等问题。,2,2017/1/24
4abef8232aa84d4f967935642a625d52,一种*********及方法,本发明涉及一种通**********通用性强等优点。,1,2018/3/15
4abef8232aa84d4f967935642a625d52,一种********成方法,本发明涉及一种联**********大大加强等优点。,1,2018/3/26
4abef8232aa84d4f967935642a625d52,一种**************及方法,本发明涉及一种高**********统可靠性等优点。,1,2018/4/19
4abef8232aa84d4f967935642a625d52,一种*******护系统,本发明涉及一种有**********运营的安全需求。,1,2016/6/14
4abef8232aa84d4f967935642a625d52,基于******************储方法,本发明涉及一种基**********统的整体可用性。,1,2016/5/10
4abef8232aa84d4f967935642a625d52,一种*************集方法,本发明涉及一种相**********集可靠性等优点。,1,2016/7/5
4abef8232aa84d4f967935642a625d52,一种********************试平台,本发明涉及一种应**********无需动车等优点。,1,2018/3/12
4abef8232aa84d4f967935642a625d52,基于***********测装置,本实用新型涉及一**********、通用性等优点。,2,2018/5/10
4abef8232aa84d4f967935642a625d52,用于************元结构,本实用新型涉及一**********独立性和可靠性。,2,2018/5/10
4abef8232aa84d4f967935642a625d52,一种**************元结构,本发明涉及一种用**********独立性和可靠性。,1,2018/2/8
4abef8232aa84d4f967935642a625d52,一种********化方法,本发明涉及一种联**********布尔变量等优点。,1,2018/4/30
4abef8232aa84d4f967935642a625d52,利用********************的方法,本发明涉及一种利**********执行状态等优点。,1,2018/3/12
4abef8232aa84d4f967935642a625d52,轨道***************及应用,本发明涉及一种轨**********车及其限界范围。,1,2018/1/29
4abef8232aa84d4f967935642a625d52,具备****************断方法,本发明涉及一种具**********可靠性高等优点。,1,2016/7/19
4abef8232aa84d4f967935642a625d52,调度************讯方法,本发明涉及调度指**********路调度指挥应用。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,一种***********的方法,本发明涉及一种基**********效率的实用价值。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,基于***********************测方法,本发明涉及一种基**********、成本低等优点。,1,2015/8/25
4abef8232aa84d4f967935642a625d52,安全***************断方法,本发明涉及一种安**********安全可靠等优点。,1,2016/5/3
4abef8232aa84d4f967935642a625d52,基于********************及装置,本发明涉及一种基**********用多种方式共享。,1,2015/4/7
4abef8232aa84d4f967935642a625d52,一种*********置方法,本发明涉及一种嵌**********应范围广等优点。,1,2015/3/24
4abef8232aa84d4f967935642a625d52,一种***模方法,本发明涉及一种列**********准确度高等优点。,1,2015/3/3
4abef8232aa84d4f967935642a625d52,一种**************及应用,本发明涉及一种轨**********警的作用等优点。,1,2014/7/1
4abef8232aa84d4f967935642a625d52,一种**************加方法,本发明涉及一种基**********可靠性高等优点。,1,2014/6/24
4abef8232aa84d4f967935642a625d52,一种*****************的系统,本发明涉及一种以**********准确执行等优点。,1,2015/8/18
4abef8232aa84d4f967935642a625d52,用于*******************其应用,本发明涉及一种用**********使用方便等优点。,1,2017/5/9
4abef8232aa84d4f967935642a625d52,一种************的方法,本发明涉及一种终**********用效率高等优点。,1,2017/2/21
4abef8232aa84d4f967935642a625d52,一种*****************码方法,本发明涉及一种基**********用性和运行效率。,1,2018/1/18
4abef8232aa84d4f967935642a625d52,基于*************动装置,本实用新型涉及一**********维护成本等优点。,2,2017/7/31
4abef8232aa84d4f967935642a625d52,一种**************断方法,本发明涉及一种用**********诊断设备等优点。,1,2012/9/18
4abef8232aa84d4f967935642a625d52,一种***********的装置,本实用新型涉及一**********开发时间等优点。,2,2011/10/25
4abef8232aa84d4f967935642a625d52,基于**********************及装置,本发明涉及一种基**********可靠性好等优点。,1,2018/2/15
4abef8232aa84d4f967935642a625d52,信号********制系统,本实用新型涉及一**********经济性好等优点。,2,2018/3/8
4abef8232aa84d4f967935642a625d52,一种*************路方法,本发明涉及一种自**********操作效率等优点。,1,2017/11/23
4abef8232aa84d4f967935642a625d52,双制***********制系统,本实用新型涉及一**********的可靠性等优点。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,一种********及方法,本发明涉及一种列**********稳定性高等优点。,1,2017/7/27
4abef8232aa84d4f967935642a625d52,过压***********雷组合,一种过压保护器，**********击波的电压冲击。,2,1995/5/30
4abef8232aa84d4f967935642a625d52,用于**************的方法,本发明涉及一种用**********实践效率等优点。,1,2015/12/15
4abef8232aa84d4f967935642a625d52,用于***************及系统,本发明涉及一种用**********展性更高等优点。,1,2015/11/10
4abef8232aa84d4f967935642a625d52,一种*******护系统,本发明涉及一种有**********运营的安全需求。,1,2017/12/18
4abef8232aa84d4f967935642a625d52,基于*******************导装置,本实用新型涉及基**********可靠性好等优点。,2,2018/5/10
4abef8232aa84d4f967935642a625d52,具有************全系统,本实用新型涉及一**********的唯一性等优点。,2,2016/8/16
4abef8232aa84d4f967935642a625d52,适用***************接设备,本实用新型涉及一**********安全切换等优点。,2,2016/11/29
4abef8232aa84d4f967935642a625d52,轨道************带系统,本实用新型涉及一**********车及其限界范围。,2,2017/1/24
4abef8232aa84d4f967935642a625d52,动态******************及方法,本发明涉及一种动**********护成本低等优点。,1,2018/1/29
4abef8232aa84d4f967935642a625d52,一种*****************化系统,本发明涉及一种面**********工作效率等优点。,1,2018/5/31
4abef8232aa84d4f967935642a625d52,交通*************01),1．本外观设计产**********或照片：立体图。,3,2018/5/10
4abef8232aa84d4f967935642a625d52,一种******************动系统,本发明涉及一种基**********维护性强等优点。,1,2018/4/19
4abef8232aa84d4f967935642a625d52,适用********************射装置,本实用新型涉及一**********通用性强等优点。,2,2010/5/25
4abef8232aa84d4f967935642a625d52,热备********************的方法,本发明涉及一种热**********可靠性和可用性。,1,2012/9/4
4abef8232aa84d4f967935642a625d52,一种****************示方法,本发明涉及一种O**********的列车运行状态。,1,2011/10/25
4abef8232aa84d4f967935642a625d52,一种**************现方法,本发明涉及一种基**********节约了存储空间。,1,2013/6/4
4abef8232aa84d4f967935642a625d52,适用********************射方法,本发明涉及一种适**********通用性强等优点。,1,2010/4/13
4abef8232aa84d4f967935642a625d52,iL*******************统平台,本发明涉及iLO**********于多种安全系统。,1,2010/11/2
4abef8232aa84d4f967935642a625d52,基于*********处理机,本发明涉及基于综**********提供指导性依据。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,中间****踪系统,本发明涉及中间站**********方便的软件界面。,1,2009/4/7
4abef8232aa84d4f967935642a625d52,用于*************步电路,本发明涉及一种用**********干扰性强等优点。,1,2015/10/13
4abef8232aa84d4f967935642a625d52,一种*********理系统,本发明涉及一种新**********的便利性等优点。,1,2012/8/28
4abef8232aa84d4f967935642a625d52,基于******************理方法,本发明涉及一种基**********安全性高等优点。,1,2012/5/29
4abef8232aa84d4f967935642a625d52,一种**************断方法,本发明涉及一种用**********诊断设备等优点。,1,2015/8/25
4abef8232aa84d4f967935642a625d52,一种*************及装置,本发明涉及一种对**********提升了工作效率。,1,2015/3/3
4abef8232aa84d4f967935642a625d52,一种**********试方法,本发明涉及一种铁**********大的方便等优点。,1,2015/5/19
4abef8232aa84d4f967935642a625d52,一种************全平台,本发明涉及一种铁**********扩展性好等优点。,1,2015/10/13
4abef8232aa84d4f967935642a625d52,基于*****************析方法,本发明涉及一种基**********及直观性的要求。,1,2018/1/18
4abef8232aa84d4f967935642a625d52,基于*****************输方法,本发明涉及一种基**********余、高效等优点。,1,2017/5/30
4abef8232aa84d4f967935642a625d52,用于***************输装置,本实用新型涉及一**********使用方便等优点。,2,2017/7/31
4abef8232aa84d4f967935642a625d52,用于*****************输装置,本实用新型涉及一**********维护简便等优点。,2,2017/7/31
4abef8232aa84d4f967935642a625d52,一种***************动系统,本发明涉及一种基**********维护成本等优点。,1,2017/2/21
4abef8232aa84d4f967935642a625d52,适用****************计方法,本发明涉及一种适**********实时性好等优点。,1,2017/3/14
4abef8232aa84d4f967935642a625d52,一种**********集系统,本发明涉及一种分**********数据的采集速度。,1,2009/11/17
4abef8232aa84d4f967935642a625d52,一种**********集系统,本发明涉及一种分**********数据的采集速度。,1,2012/7/17
4abef8232aa84d4f967935642a625d52,一种****************用方法,本发明涉及一种铁**********场布线的工作量。,1,2009/11/17
4abef8232aa84d4f967935642a625d52,计算*********余方法,本发明涉及计算机**********制动，产生危险。,1,2009/11/17
4abef8232aa84d4f967935642a625d52,城市********************的方法,本发明涉及城市轨**********化线路运行效率。,1,2009/12/29
4abef8232aa84d4f967935642a625d52,城市********************的方法,本发明涉及城市轨**********化线路运行效率。,1,2009/3/3
4abef8232aa84d4f967935642a625d52,一种****控制器,本发明涉及一种网**********数据传输和共享。,1,2009/10/13
4abef8232aa84d4f967935642a625d52,一种********隔离器,本实用新型涉及一**********使用方便的特点。,2,2009/1/6
4abef8232aa84d4f967935642a625d52,自动***************接结构,本发明涉及自动列**********子系统的集成度。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,一种******************制方法,本发明涉及一种面**********避免了数据拥塞。,1,2011/8/30
4abef8232aa84d4f967935642a625d52,信号*************制方法,本发明涉及信号设**********隐患问题的发生。,1,2011/5/10
4abef8232aa84d4f967935642a625d52,一种************台控件,本发明涉及一种统**********高可靠性等特点。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,一种********理系统,本发明涉及一种动**********态多输出的优点。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,具有***********锁系统,本实用新型涉及具**********铁路运营的要求。,2,2010/2/9
4abef8232aa84d4f967935642a625d52,一种**********系结构,本实用新型涉及一**********制流程紧密配合。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,嵌入*******度装置,本实用新型涉及嵌**********令下达的准确度。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,一种*****************理装置,本实用新型涉及一**********安全运行等优点。,2,2010/9/7
4abef8232aa84d4f967935642a625d52,一种***************及装置,本发明涉及一种嵌**********节约成本等优点。,1,2012/2/28
4abef8232aa84d4f967935642a625d52,城市********************发方法,本发明涉及一种城**********运营效率等优点。,1,2013/8/27
4abef8232aa84d4f967935642a625d52,城市********************发方法,本发明涉及一种城**********运营效率等优点。,1,2015/8/25
4abef8232aa84d4f967935642a625d52,安全***************断方法,本发明涉及一种安**********安全可靠等优点。,1,2013/8/27
4abef8232aa84d4f967935642a625d52,基于********************及装置,本发明涉及一种基**********操作方便等优点。,1,2014/6/24
4abef8232aa84d4f967935642a625d52,一种**************及应用,本发明涉及一种轨**********警的作用等优点。,1,2016/8/16
4abef8232aa84d4f967935642a625d52,用于****************析方法,本发明涉及一种用**********提高效率等优点。,1,2018/1/18
4abef8232aa84d4f967935642a625d52,一种***********理系统,本发明涉及一种S**********实时性强等优点。,1,2015/12/29
4abef8232aa84d4f967935642a625d52,一种***********问方法,本发明涉及一种基**********，提高执行效率。,1,2015/12/15
4abef8232aa84d4f967935642a625d52,一种*******************集系统,本发明涉及一种基**********测一体化等优点。,1,2015/8/4
4abef8232aa84d4f967935642a625d52,一种***************及方法,本发明涉及一种基**********锁安全性等优点。,1,2018/2/22
4abef8232aa84d4f967935642a625d52,一种*******************制方法,本发明涉及一种双**********的可靠性等优点。,1,2017/8/17
4abef8232aa84d4f967935642a625d52,用于**********板电路,本实用新型涉及一**********出列车经过状态。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,采集*******的装置,本实用新型涉及一**********号的变化等优点。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,一种*******************的设备,本发明涉及一种用**********要求简捷等问题。,1,2009/10/13
4abef8232aa84d4f967935642a625d52,一种********隔离器,本实用新型涉及一**********使用方便的特点。,2,2009/1/6
4abef8232aa84d4f967935642a625d52,基于******************理方法,本发明涉及一种基**********安全性高等优点。,1,2012/5/29
4abef8232aa84d4f967935642a625d52,信号*************制方法,本发明涉及信号设**********隐患问题的发生。,1,2011/5/10
4abef8232aa84d4f967935642a625d52,一种************台控件,本发明涉及一种统**********高可靠性等特点。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,一种********理系统,本发明涉及一种动**********态多输出的优点。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,具有***********锁系统,本实用新型涉及具**********铁路运营的要求。,2,2010/2/9
4abef8232aa84d4f967935642a625d52,自动***************接结构,本发明涉及自动列**********子系统的集成度。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,一种******************制方法,本发明涉及一种面**********避免了数据拥塞。,1,2011/8/30
4abef8232aa84d4f967935642a625d52,热备********************的方法,本发明涉及一种热**********可靠性和可用性。,1,2012/9/4
4abef8232aa84d4f967935642a625d52,一种****************示方法,本发明涉及一种O**********的列车运行状态。,1,2011/10/25
4abef8232aa84d4f967935642a625d52,一种**************现方法,本发明涉及一种基**********节约了存储空间。,1,2013/6/4
4abef8232aa84d4f967935642a625d52,适用********************射方法,本发明涉及一种适**********通用性强等优点。,1,2010/4/13
4abef8232aa84d4f967935642a625d52,适用********************射装置,本实用新型涉及一**********通用性强等优点。,2,2010/5/25
4abef8232aa84d4f967935642a625d52,一种**********系结构,本实用新型涉及一**********制流程紧密配合。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,嵌入*******度装置,本实用新型涉及嵌**********令下达的准确度。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,中间****踪系统,本发明涉及中间站**********方便的软件界面。,1,2009/4/7
4abef8232aa84d4f967935642a625d52,城市********************的方法,本发明涉及城市轨**********化线路运行效率。,1,2009/12/29
4abef8232aa84d4f967935642a625d52,城市********************的方法,本发明涉及城市轨**********化线路运行效率。,1,2009/3/3
4abef8232aa84d4f967935642a625d52,iL*******************统平台,本发明涉及iLO**********于多种安全系统。,1,2010/11/2
4abef8232aa84d4f967935642a625d52,基于*********处理机,本发明涉及基于综**********提供指导性依据。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,一种*********理系统,本发明涉及一种新**********的便利性等优点。,1,2012/8/28
4abef8232aa84d4f967935642a625d52,一种***************及装置,本发明涉及一种嵌**********节约成本等优点。,1,2012/2/28
4abef8232aa84d4f967935642a625d52,一种*****************理装置,本实用新型涉及一**********安全运行等优点。,2,2010/9/7
4abef8232aa84d4f967935642a625d52,一种**********试方法,本发明涉及一种铁**********大的方便等优点。,1,2015/5/19
4abef8232aa84d4f967935642a625d52,过压***********雷组合,一种过压保护器，**********击波的电压冲击。,2,1995/5/30
4abef8232aa84d4f967935642a625d52,基于*****************析方法,本发明涉及一种基**********及直观性的要求。,1,2018/1/18
4abef8232aa84d4f967935642a625d52,一种***************及方法,本发明涉及一种基**********锁安全性等优点。,1,2018/2/22
4abef8232aa84d4f967935642a625d52,具有************全系统,本实用新型涉及一**********的唯一性等优点。,2,2016/8/16
4abef8232aa84d4f967935642a625d52,适用***************接设备,本实用新型涉及一**********安全切换等优点。,2,2016/11/29
4abef8232aa84d4f967935642a625d52,一种*******护系统,本发明涉及一种有**********运营的安全需求。,1,2017/12/18
4abef8232aa84d4f967935642a625d52,动态******************及方法,本发明涉及一种动**********护成本低等优点。,1,2018/1/29
4abef8232aa84d4f967935642a625d52,轨道************带系统,本实用新型涉及一**********车及其限界范围。,2,2017/1/24
4abef8232aa84d4f967935642a625d52,交通*************01),1．本外观设计产**********或照片：立体图。,3,2018/5/10
4abef8232aa84d4f967935642a625d52,一种******************动系统,本发明涉及一种基**********维护性强等优点。,1,2018/4/19
4abef8232aa84d4f967935642a625d52,一种*****************化系统,本发明涉及一种面**********工作效率等优点。,1,2018/5/31
4abef8232aa84d4f967935642a625d52,基于********************及装置,本发明涉及一种基**********操作方便等优点。,1,2014/6/24
4abef8232aa84d4f967935642a625d52,一种**************及应用,本发明涉及一种轨**********警的作用等优点。,1,2016/8/16
4abef8232aa84d4f967935642a625d52,用于****************析方法,本发明涉及一种用**********提高效率等优点。,1,2018/1/18
4abef8232aa84d4f967935642a625d52,一种***********问方法,本发明涉及一种基**********，提高执行效率。,1,2015/12/15
4abef8232aa84d4f967935642a625d52,用于***************及系统,本发明涉及一种用**********展性更高等优点。,1,2015/11/10
4abef8232aa84d4f967935642a625d52,一种*************及装置,本发明涉及一种对**********提升了工作效率。,1,2015/3/3
4abef8232aa84d4f967935642a625d52,城市********************发方法,本发明涉及一种城**********运营效率等优点。,1,2013/8/27
4abef8232aa84d4f967935642a625d52,城市********************发方法,本发明涉及一种城**********运营效率等优点。,1,2015/8/25
4abef8232aa84d4f967935642a625d52,用于**************的方法,本发明涉及一种用**********实践效率等优点。,1,2015/12/15
4abef8232aa84d4f967935642a625d52,一种***********理系统,本发明涉及一种S**********实时性强等优点。,1,2015/12/29
4abef8232aa84d4f967935642a625d52,一种*******************集系统,本发明涉及一种基**********测一体化等优点。,1,2015/8/4
4abef8232aa84d4f967935642a625d52,用于*************步电路,本发明涉及一种用**********干扰性强等优点。,1,2015/10/13
4abef8232aa84d4f967935642a625d52,一种**************断方法,本发明涉及一种用**********诊断设备等优点。,1,2015/8/25
4abef8232aa84d4f967935642a625d52,一种************全平台,本发明涉及一种铁**********扩展性好等优点。,1,2015/10/13
4abef8232aa84d4f967935642a625d52,安全***************断方法,本发明涉及一种安**********安全可靠等优点。,1,2013/8/27
4abef8232aa84d4f967935642a625d52,用于***************输装置,本实用新型涉及一**********使用方便等优点。,2,2017/7/31
4abef8232aa84d4f967935642a625d52,用于*****************输装置,本实用新型涉及一**********维护简便等优点。,2,2017/7/31
4abef8232aa84d4f967935642a625d52,适用****************计方法,本发明涉及一种适**********实时性好等优点。,1,2017/3/14
4abef8232aa84d4f967935642a625d52,基于*****************输方法,本发明涉及一种基**********余、高效等优点。,1,2017/5/30
4abef8232aa84d4f967935642a625d52,一种***************动系统,本发明涉及一种基**********维护成本等优点。,1,2017/2/21
4abef8232aa84d4f967935642a625d52,基于*******************导装置,本实用新型涉及基**********可靠性好等优点。,2,2018/5/10
4abef8232aa84d4f967935642a625d52,用于**********板电路,本实用新型涉及一**********出列车经过状态。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,采集*******的装置,本实用新型涉及一**********号的变化等优点。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,一种*******************制方法,本发明涉及一种双**********的可靠性等优点。,1,2017/8/17
4abef8232aa84d4f967935642a625d52,一种*******************的设备,本发明涉及一种用**********要求简捷等问题。,1,2009/10/13
4abef8232aa84d4f967935642a625d52,一种********隔离器,本发明涉及一种串**********使用方便的特点。,1,2009/10/13
4abef8232aa84d4f967935642a625d52,一种****************用方法,本发明涉及一种用**********场布线的工作量。,1,2009/11/17
4abef8232aa84d4f967935642a625d52,一***机,本发明涉及一种自**********显示和按键操作。,1,2009/11/17
4abef8232aa84d4f967935642a625d52,一种**********集系统,本实用新型涉及一**********数据的采集速度。,2,2009/3/3
4abef8232aa84d4f967935642a625d52,一种****************换装置,本实用新型涉及一**********系统的运行安全。,2,2009/10/20
4abef8232aa84d4f967935642a625d52,自动************的方法,本发明涉及自动列**********果更为接近事实。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,智能***动设备,本发明涉及智能采**********上的提升和便利。,1,2009/3/31
4abef8232aa84d4f967935642a625d52,智能***动设备,本发明涉及智能采**********上的提升和便利。,1,2011/12/13
4abef8232aa84d4f967935642a625d52,车载**************换方法,本发明涉及车载A**********系统的运行安全。,1,2009/3/3
4abef8232aa84d4f967935642a625d52,基于************讯方法,本发明涉及基于双**********系统的安全访问。,1,2011/4/5
4abef8232aa84d4f967935642a625d52,面向**************真系统,本发明涉及一种面**********的可靠性等优点。,1,2012/3/20
4abef8232aa84d4f967935642a625d52,信号*************制方法,本发明涉及信号设**********隐患问题的发生。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,一种*********的方法,本发明涉及一种直**********了测量的准确性。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,一种********的方法,本发明涉及一种通**********用中的工作效率。,1,2009/12/1
4abef8232aa84d4f967935642a625d52,动态******理装置,本实用新型涉及动**********态多输出的优点。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,一种***************测装置,本发明涉及一种铁**********备进行自动检测。,1,2011/10/25
4abef8232aa84d4f967935642a625d52,一种******************的方法,本发明涉及一种冗**********了系统的可靠性。,1,2010/3/2
4abef8232aa84d4f967935642a625d52,一种**********理系统,本实用新型涉及一**********效率变低的问题。,2,2010/5/25
4abef8232aa84d4f967935642a625d52,自动******************制装置,本实用新型涉及自**********子系统的集成度。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,自动********制装置,本实用新型涉及自**********子系统的集成度。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,一种******************制方法,本发明涉及一种面**********避免了数据拥塞。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,一种**********理方法,本发明涉及一种A**********供了帮助等优点。,1,2012/2/28
4abef8232aa84d4f967935642a625d52,一种*********理系统,本发明涉及一种新**********的便利性等优点。,1,2010/6/15
4abef8232aa84d4f967935642a625d52,一种*********理装置,本实用新型涉及一**********的便利性等优点。,2,2010/11/2
4abef8232aa84d4f967935642a625d52,一种**************仿真器,本实用新型涉及一**********的稳定性等优点。,2,2010/9/7
4abef8232aa84d4f967935642a625d52,一种******************集装置,本实用新型涉及一**********实时性强等优点。,2,2010/11/9
4abef8232aa84d4f967935642a625d52,一种***************理方法,本发明涉及一种基**********执行效率等优点。,1,2013/1/1
4abef8232aa84d4f967935642a625d52,网络*******************及装置,本发明涉及一种网**********实时性强等优点。,1,2010/6/22
4abef8232aa84d4f967935642a625d52,一种****************制系统,本发明涉及一种基**********自适应性等优点。,1,2017/4/11
4abef8232aa84d4f967935642a625d52,一种**********置方法,本发明涉及一种反**********TP防护等优点。,1,2017/4/11
4abef8232aa84d4f967935642a625d52,一种***********及方法,本发明涉及一种安**********快速无缝等优点。,1,2018/4/19
4abef8232aa84d4f967935642a625d52,基于*********************析方法,本发明涉及一种基**********有很好的适应性。,1,2018/6/21
4abef8232aa84d4f967935642a625d52,一种*************制方法,本发明涉及一种支**********化程度高等优点。,1,2018/6/14
4abef8232aa84d4f967935642a625d52,基于*****************理方法,本发明涉及一种基**********报警内容等优点。,1,2018/5/3
4abef8232aa84d4f967935642a625d52,基于****************析方法,本发明涉及一种基**********技术支持等优点。,1,2018/5/21
4abef8232aa84d4f967935642a625d52,一种******************及方法,本发明涉及一种基**********习能力强等优点。,1,2018/5/7
4abef8232aa84d4f967935642a625d52,基于****************的方法,"[本发明涉及一**********维护等优点。""]""",1,2018/6/7
4abef8232aa84d4f967935642a625d52,用于************测系统,本实用新型涉及一**********处置时间等优点。,2,2016/11/29
4abef8232aa84d4f967935642a625d52,一种*****************接设备,本发明涉及一种适**********安全切换等优点。,1,2016/8/9
4abef8232aa84d4f967935642a625d52,信号*******析系统,本实用新型涉及一**********分析准确等优点。,2,2018/6/11
4abef8232aa84d4f967935642a625d52,自动********制方法,本发明涉及自动列**********子系统的集成度。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,主备******备系统,本发明涉及主备控**********制流程紧密配合。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,一种***********的方法,本发明涉及一种动**********更快的定位途径。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,嵌入************制方法,本发明涉及嵌入式**********事故的应对能力。,1,2010/2/9
4abef8232aa84d4f967935642a625d52,一种******************集方法,本发明涉及一种自**********采集效率等优点。,1,2010/6/22
4abef8232aa84d4f967935642a625d52,一种**********理装置,本实用新型涉及一**********服务攻击等优点。,2,2010/5/25
4abef8232aa84d4f967935642a625d52,一种********持系统,本实用新型涉及一**********语言资源等优点。,2,2010/5/25
4abef8232aa84d4f967935642a625d52,一种**********器结构,本实用新型涉及一**********时间较短等优点。,2,2010/5/25
4abef8232aa84d4f967935642a625d52,一种************理方法,本发明涉及一种自**********效率变低的问题。,1,2011/9/13
4abef8232aa84d4f967935642a625d52,一种**************现方法,本发明涉及一种基**********节约了存储空间。,1,2010/4/13
4abef8232aa84d4f967935642a625d52,列车************的方法,本发明涉及列车运**********行次序的一致性。,1,2011/6/14
4abef8232aa84d4f967935642a625d52,用于******************的方法,本发明涉及用于智**********支持不间断运行。,1,2009/8/25
4abef8232aa84d4f967935642a625d52,一种**************仿真器,本发明涉及一种适**********的稳定性等优点。,1,2010/6/1
4abef8232aa84d4f967935642a625d52,一种***************测装置,本发明涉及一种铁**********备进行自动检测。,1,2009/9/15
4abef8232aa84d4f967935642a625d52,一种**************的方法,本发明涉及一种显**********广泛的应用前景。,1,2011/10/25
4abef8232aa84d4f967935642a625d52,基于**********理装置,本实用新型涉及基**********络通信的成功率。,2,2010/3/2
4abef8232aa84d4f967935642a625d52,面向******************与装置,本发明涉及一种面**********方便灵活等优点。,1,2018/5/7
4abef8232aa84d4f967935642a625d52,用于**************一方法,本发明涉及一种用**********稳定性及扩展性。,1,2016/6/21
4abef8232aa84d4f967935642a625d52,基于***************析方法,本发明涉及一种基**********移集合膨胀问题。,1,2018/4/30
4abef8232aa84d4f967935642a625d52,应用******************试平台,本实用新型涉及一**********无需动车等优点。,2,2018/5/31
4abef8232aa84d4f967935642a625d52,集中********理系统,本实用新型涉及一**********管控能力等优点。,2,2018/5/31
4abef8232aa84d4f967935642a625d52,一种****************及方法,本发明涉及一种基**********、通用性等优点。,1,2018/2/22
4abef8232aa84d4f967935642a625d52,基于*************测装置,本实用新型涉及一**********否出于正常输出。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,一种******换系统,本实用新型涉及一**********切换效率等优点。,2,2018/2/15
4abef8232aa84d4f967935642a625d52,一种****************护装置,本实用新型涉及一**********和可用性等优点。,2,2018/1/18
4abef8232aa84d4f967935642a625d52,基于*************生装置,本实用新型涉及一**********正确地激活信标。,2,2018/3/22
4c8f219fab144bd69493a4398380e83e,一种***发结构,本发明涉及投影显**********发生，工况良好。,1,2017/5/2
4c8f219fab144bd69493a4398380e83e,一种*****发结构,本发明涉及投影显**********构及其实现方法。,1,2017/4/25
4c8f219fab144bd69493a4398380e83e,一种***发结构,本实用新型涉及投**********发生，工况良好。,2,2017/8/21
4c8f219fab144bd69493a4398380e83e,一种***********热装置,本发明公开了一种**********更换提供便捷性。,1,2017/4/25
4c8f219fab144bd69493a4398380e83e,一种*********现方法,本发明公开了一种**********组配简单的优点。,1,2016/8/23
4c8f219fab144bd69493a4398380e83e,激光************系列）,1．本外观设计产**********或照片：立体图。,3,2016/10/11
4c8f219fab144bd69493a4398380e83e,一种******定装置,本实用新型涉及投**********分离和开裂风险。,2,2017/8/10
4c8f219fab144bd69493a4398380e83e,**机,1．本外观设计产**********或照片：主视图。,3,2014/6/3
4c8f219fab144bd69493a4398380e83e,一种*******现装置,本实用新型涉及激**********投影系统的实现。,2,2017/6/29
4c8f219fab144bd69493a4398380e83e,一种**********及方法,本发明涉及激光投**********投影系统的实现。,1,2017/3/21
4d368f79a6f44cf48bb6cd2a28db5f27,一种*******紧装置,本实用新型公开了**********提高了劳动效率。,2,2012/10/9
4d368f79a6f44cf48bb6cd2a28db5f27,一种***开卷机,本实用新型公开了**********时间及生产产能。,2,2012/10/9
4d368f79a6f44cf48bb6cd2a28db5f27,用于**************洗装置,本实用新型提供了**********的送料方向相反。,2,2011/11/15
4d368f79a6f44cf48bb6cd2a28db5f27,一种********料装置,本实用新型公开了**********度进行精确控制。,2,2012/11/6
